Photo,Name,Name_,Links,Location,Contact,Hours,Season,Days_Open,Subtype,Category,Type,Management,Fee,Amenities,Features,Facilities,Details,Sports,Notes,Source,Status,Latitude,Longitude,MapCat
,"<a href=http://www.parks.state.wa.us/440/Inland-Northeast-Southeast target=""_blank"">Rose Springs</a> - <a href=http://www.parks.state.wa.us/647/Snow-Play-Sno-Parks target=""_blank"">Snow-Play Information</a>",Rose Springs,,Umatilla National Forest,"Emergency Contact: Garfield County Sheriff's Office
509-843-3493",,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,"Facilites: Groomed Snowmobile Trails, Snow Play Area, Tubing Hill","47 miles of trails; Elevation: 4800 ft; Parking: 60 spaces","Winter Sports: Sledding, Snowmobiling",,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.274451,-117.557008,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/440/Inland-Northeast-Southeast target=""_blank"">Cloverland Sno-Park</a>",Cloverland Sno-Park,,Umatilla National Forest,Emergency Contact: Garfield County Sheriff's Office - 509-843-3493,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: Unknown; Manager: WA State Parks",Pass: Sno-Park Permit,"Amenities: Bathroom, Shelter",,Facilites: Groomed Snowmobile Trails,"47 miles of trails; Elevation: 4760 ft; Parking: 30 spaces",Winter Sports: Snowmobiling,"Snow shelter at Mount Misery, sanitary facility at Wickiup Campground.","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.147473,-117.335266,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/440/Inland-Northeast-Southeast target=""_blank"">Mount Spokane Sno-Park</a> - <a href=http://www.parks.state.wa.us/440/Inland-Northeast-Southeast target=""_blank"">Non-Motorized Information</a>",Mount Spokane Sno-Park,,Mount Spokane State Park,Emergency Contact: Spokane County Sheriff's Office - 509-532-8940,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,Owner: WA State Parks,Pass: Sno-Park Permit & Non-Motorized Sticke,"Amenities: Bathroom, Picnic Tables, Shelter",,"Facilites: Groomed Cross Country Trails, Groomed Snowmobile Trails","Elevation: 4600 ft; Parking: 60 spaces","Winter Sports: Cross Country Skiing, Snowmobiling","Snowmobilers only need a standard sno-park permit. The snow park has restrooms, day-use hut, two lodges and a picnic are.","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,47.904690,-117.102047,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Segelsen Creek</a>",Segelsen Creek,,Mt Baker-Snoqualmie National Forest,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: Unknown; Manager: WA State Parks",Pass: Sno-Park Permit,,,Facilites: Groomed Snowmobile Trails,"63 miles of trails; Elevation: 1600 ft; Parking: Parking for 30 vehicles.",Winter Sports: Snowmobiling,"Scenic view points, no sanitary facilities.","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.301988,-121.644329,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Finney Creek</a>",Finney Creek,,Skagit County,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: Unknown; Manager: WA State Parks",Pass: Sno-Park Permit,,,Facilites: Groomed Snowmobile Trails,"63 miles of trails; Elevation: 770 ft",Winter Sports: Snowmobiling,Scenic viewpoints but no santary facilities.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.458234,-121.705598,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/439/Greenwater-Yakima target=""_blank"">South Fork Tieton</a>",South Fork Tieton,,Wenatchee National Forest,Emergency Contact: Yakima County Sheriff's Office - 509-574-2500,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,Facilites: Groomed Snowmobile Trails,"58 miles of trails; Elevation: 2960 ft; Parking: 15 spaces",Winter Sports: Snowmobiling,Sanitary facility at Conrad Meadows.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.623362,-121.135760,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/439/Greenwater-Yakima target=""_blank"">Pinegrass Sno-Park</a>",Pinegrass Sno-Park,,Wenatchee National Forest,Emergency Contact: Yakima County Sheriff's Office - 509-574-2500,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,Facilites: Groomed Snowmobile Trails,"58 miles of trails; Elevation: 2250 ft; Parking: 5 spaces",Winter Sports: Snowmobiling,Sanitary facility at Conrad Meadows.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.625310,-121.258931,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/439/Greenwater-Yakima target=""_blank"">Cold Creek</a>",Cold Creek,,Wenatchee National Forest,Emergency Contact: Yakima County Sheriff's Office - 509-574-2500,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,Facilites: Groomed Snowmobile Trails,"58 miles of trails; Elevation: 3320 ft; Parking: 85 spaces",Winter Sports: Snowmobiling,Sanitary facility at Conrad Meadows,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.626742,-121.255599,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/439/Greenwater-Yakima target=""_blank"">Bear Creek</a>",Bear Creek,,Wenatchee National Forest,Emergency Contact: Yakima County Sheriff's Office - 509-574-2500,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,Facilites: Groomed Snowmobile Trails,"58 miles of trails; Elevation: 3260 ft; Parking: 10 spaces",Winter Sports: Snowmobiling,Sanitary facility at Conrad Meadows,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.628308,-121.230140,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/439/Greenwater-Yakima target=""_blank"">Tieton Airstrip Sno-Park</a>",Tieton Airstrip Sno-Park,,Wenatchee National Forest,Emergency Contact: Yakima County Sheriff's Office - 509-574-2500,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,Facilites: Groomed Snowmobile Trails,"58 miles of trails; Elevation: 2960 ft; Parking: 35 spaces",Winter Sports: Snowmobiling,Sanitary facility near Lost Lake,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.638395,-121.124075,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/439/Greenwater-Yakima target=""_blank"">Fish Creek</a>",Fish Creek,,Wenatchee National Forest,Emergency Contact: Yakima County Sheriff's Office - 509-574-2500,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,"Amenities: Bathroom, Shelter",,Facilites: Groomed Snowmobile Trails,"58 miles of trails; Elevation: 2950 ft; Parking: 5 spaces",Winter Sports: Snowmobiling,"Sanitary facility along trails, shelter","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.628534,-121.131353,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/439/Greenwater-Yakima target=""_blank"">Bethel Ridge / Soup Creek</a>",Bethel Ridge / Soup Creek,,Wenatchee National Forest,Emergency Contact: Yakima County Sheriff's Office - 509-574-2500,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Shelter,,Facilites: Groomed Snowmobile Trails,"41 miles of trails; Elevation: 2620 ft; Parking: 25 spaces",Winter Sports: Snowmobiling,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.672723,-121.088762,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/439/Greenwater-Yakima#Rattlesnake target=""_blank"">Rattlesnake Sno-Park</a>",Rattlesnake Sno-Park,,DNR Trust Lands,Emergency Contact: Yakima County Sheriff's Office - 509-574-2500,,Season: Winter,,Recreation Access,Winter Recreation Area,Winter Trail Access,Owner: WDNR,Pass: Discover Pass,,,Facilites: Groomed Cross Country Trails,"41 miles of trails; Elevation: 2115 ft; Parking: 10 spaces",Winter Sports: Snowmobiling,"Scenic view point, no facilities.","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.811302,-120.947566,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/439/Greenwater-Yakima target=""_blank"">Nile Sno-Park</a>",Nile Sno-Park,,Wenatchee National Forest,Emergency Contact: Yakima County Sheriff's Office - 509-574-2500,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,"Amenities: Bathroom, Shelter",,Facilites: Groomed Snowmobile Trails,"22 miles of trails; Elevation: 2400 ft; Parking: 20 spaces",Winter Sports: Snowmobiling,"Sanitary facility at Little Bald Mountain Hut,","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.851250,-121.010865,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/439/Greenwater-Yakima target=""_blank"">Boulder Cave</a>",Boulder Cave,,Wenatchee National Forest,Emergency Contact: Yakima County Sheriff's Office - 509-574-2500,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,Facilites: Groomed Snowmobile Trails,"22 miles of trails; Elevation: 2480 ft; Parking: 15 spaces",Winter Sports: Snowmobiling,Sanitary facilities along trail.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.951201,-121.077940,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/439/Greenwater-Yakima#Ahtanum%20Meadows target=""_blank"">Ahtanum Meadows / DNR Winter Recreation Site</a>",Ahtanum Meadows / DNR Winter Recreation Site,,Ahtanum State Forest,Emergency Contact: Yakima County Sheriff's Office - 509-574-2500,,Season: Winter,,Recreation Access,Winter Recreation Area,Winter Trail Access,Owner: WDNR,Pass: Discover Pass,Amenities: Bathroom,,Facilites: Groomed Snowmobile Trails,"54 miles of trails; Elevation: 3120 ft; Parking: 15 spaces",Winter Sports: Snowmobiling,Sanitary facilities and shelter along the trail.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.522926,-121.010260,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/439/Greenwater-Yakima#Ahtanum%20Guard%20Station target=""_blank"">Ahtanum Guard Station / DNR Winter Recreation Site</a>",Ahtanum Guard Station / DNR Winter Recreation Site,,Ahtanum State Forest,Emergency Contact: Yakima County Sheriff's Office - 509-574-2500,,Season: Winter,,Recreation Access,Winter Recreation Area,Winter Trail Access,Owner: WDNR,Pass: Discover Pass,Amenities: Bathroom,,Facilites: Groomed Snowmobile Trails,"54 miles of trails; Elevation: 3240 ft; Parking: 100 spaces",Winter Sports: Snowmobiling,Sanitary facilities and shelter along the trail.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.511307,-121.019895,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/441/Leavenworth-Chelan target=""_blank"">Fish Lake</a>",Fish Lake,,Wenatchee National Forest,Emergency Contact: Chelan County Sheriff's Office - 509-663-9911,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,Facilites: Groomed Snowmobile Trails,"186 miles of trails; Elevation: 2000 ft; Parking: 100 spaces",Winter Sports: Snowmobiling,"Sanitary facilities along trails, toilet at French Corral.","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,47.831846,-120.698350,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/441/Leavenworth-Chelan target=""_blank"">Mad River</a>",Mad River,,Wenatchee National Forest,Emergency Contact: Chelan County Sheriff's Office - 509-663-9911,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: Unknown; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,Facilites: Groomed Snowmobile Trails,"186 miles of trails; Elevation: 2500 ft; Parking: 10 spaces",Winter Sports: Snowmobiling,"Sanitary facilities along trails, vault toilet at French Corral, scenic view point, campgrounds (fees may apply--see US Forest Service web site for more information)","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,47.748419,-120.393582,Sno-Park or Winter Trailhead
,Van Creek Sno-Park,Van Creek Sno-Park,,Wenatchee National Forest,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",,,,,Elevation: 2095 ft,,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Closed,47.656746,-120.542822,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/441/Leavenworth-Chelan target=""_blank"">Lake Wenatchee Airstrip</a>",Lake Wenatchee Airstrip,,Wenatchee National Forest,Emergency Contact: Chelan County Sheriff's Office - 509-663-9911,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,,Facilites: Groomed Snowmobile Trails,"186 miles of trails; Elevation: 1920 ft; Parking: 80 spaces",Winter Sports: Snowmobiling,"Sanitary facilities along trail, vault toilet at French Corral.","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,47.817483,-120.725828,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/440/Inland-Northeast-Southeast target=""_blank"">Ninebark Sno-Park</a>",Ninebark Sno-Park,,Colville National Forest,Emergency Contact: Stevens County Sheriff's Office - 509-684-2555,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,,,Facilites: Groomed Snowmobile Trails,"44 miles of trails; Elevation: 3100 ft; Parking: 35 spaces",Winter Sports: Snowmobiling,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.289250,-117.500503,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Bonaparte Sno Park</a>",Bonaparte Sno Park,,Okanogan County,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,,,Facilites: Groomed Snowmobile Trails,Elevation: 3560 ft,Winter Sports: Snowmobiling,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.789356,-119.056230,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Crawfish</a>",Crawfish,,Wenatchee National Forest,Emergency Contact: Okanogan County Sheriff's Office - 509-422-7232,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: Unknown; Manager: WA State Parks",Pass: Sno-Park Permit,,,Facilites: Groomed Snowmobile Trails,"33 miles of trails; Elevation: 4500 ft; Parking: 15 spaces",Winter Sports: Snowmobiling,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.489184,-119.221238,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/440/Inland-Northeast-Southeast target=""_blank"">Flowery Trail Sno-Park</a>",Flowery Trail Sno-Park,,Colville National Forest,"Emergency Contact: Stevens County Sheriff's Office
509-684-2555",,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,,,Facilites: Groomed Snowmobile Trails,"44 miles of trails; Elevation: 4046 ft; Parking: 10 spaces",Winter Sports: Snowmobiling,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.309319,-117.572023,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Eightmile</a>",Eightmile,,Wenatchee National Forest,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: Unknown; Manager: WA State Parks",Pass: Sno-Park Permit,"Amenities: Bathroom, Shelter",,Facilites: Groomed Snowmobile Trails,"134 miles of trails; Elevation: 2100 ft; Parking: 50 spaces",Winter Sports: Snowmobiling,"Sanitary facilities at Thirtymile Shelter, snow shelters along trails","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.599085,-120.167046,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Boulder Creek</a>",Boulder Creek,,Methow Wildlife Area,Emergency Contact: Okanogan County Sheriff's Office - 509-422-7232,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: WDFW; Manager: WA State Parks",Pass: Sno-Park Permit,"Amenities: Bathroom, Shelter",,Facilites: Groomed Snowmobile Trails,"134 miles of trails; Elevation: 2050 ft; Parking: 30 spaces",Winter Sports: Snowmobiling,Sanitary facilities at Thirtymile Shelter.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.572445,-120.171086,Sno-Park or Winter Trailhead
,Yellowjacket Sno-Park,Yellowjacket Sno-Park,,Wenatchee National Forest,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: Unknown; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Shelter,,Facilites: Groomed Snowmobile Trails,"100 miles of trails; Elevation: 2400 ft; Parking: Parking for 50 vehicles.",Winter Sports: Snowmobiling,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.652254,-120.498420,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Goat Creek Sno-Park</a>",Goat Creek Sno-Park,,Wenatchee National Forest,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: Unknown; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Shelter,,Facilites: Groomed Snowmobile Trails,"100 miles of trails; Elevation: 2200 ft",Winter Sports: Snowmobiling,Snow shelter.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.581766,-120.373710,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Twisp River</a>",Twisp River,,Wenatchee National Forest,Emergency Contact: Okanogan County Sheriff's Office - 509-422-7232,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Shelter,,Facilites: Groomed Snowmobile Trails,"58 miles of trails; Elevation: 2350 ft",Winter Sports: Snowmobiling,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.354680,-120.346846,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">North Summit</a>",North Summit,,Wenatchee National Forest,Emergency Contact: Okanogan County Sheriff's Office - 509-422-7232,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: Unknown; Manager: WA State Parks",Pass: Sno-Park Permit,,,Facilites: Groomed Snowmobile Trails,"34 miles of trails; Elevation: 4040 ft; Parking: 50 spaces",Winter Sports: Snowmobiling,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.391131,-119.888412,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">South Summit</a>",South Summit,,Wenatchee National Forest,Emergency Contact: Okanogan County Sheriff's Office - 509-422-7232,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: USFS; Manager: WA State Parks",Pass: Sno-Park Permit,Amenities: Bathroom,Features: Scenic View,Facilites: Groomed Cross Country Trails,"29 miles of trails; Elevation: 4010 ft; Parking: 30 spaces","Winter Sports: Cross Country Skiing, Dog Sledding","Skate lane,  dog-friendly trails and a marked ungroomed route.","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.384232,-119.894333,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Kerr Sno-Park</a>",Kerr Sno-Park,,Wenatchee National Forest,Emergency Contact: Okanogan County Sheriff's Office - 509-422-7232,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: Unknown; Manager: WA State Parks",Pass: Sno-Park Permit,"Amenities: Bathroom, Shelter",,Facilites: Groomed Snowmobile Trails,"134 miles of trails; Elevation: 3050 ft; Parking: 25 spaces",Winter Sports: Snowmobiling,"Sanitary facilities at Thirtymile Shelter, scenic vista point .","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.611564,-119.788869,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Peacock Meadows</a>",Peacock Meadows,,DNR Trust Lands,Emergency Contact: Okanogan County Sheriff's Office - 509-422-7232,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: WDNR; Manager: WA State Parks",Pass: Sno-Park Permit,"Amenities: Bathroom, Shelter",,Facilites: Groomed Snowmobile Trails,"134 miles of trails; Elevation: 2550 ft; Parking: 50 spaces",Winter Sports: Snowmobiling,Sanitary facilities at Thirtymile Shelter.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.528492,-119.788509,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Mt Annie / Suttons Meadow</a>",Mt Annie / Suttons Meadow,,Wenatchee National Forest,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park Staging Area,"Owner: USFS; Manager: WA State Parks",Free - No fee or pass,,,Facilites: Groomed Snowmobile Trails,Elevation: 4080 ft,Winter Sports: Snowmobiling,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.699822,-118.984643,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">West Fork Trout Creek</a>",West Fork Trout Creek,,Ferry County,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park Staging Area,"Owner: Ferry County; Manager: WA State Parks",Free - No fee or pass,,,Facilites: Groomed Snowmobile Trails,Elevation: 3160 ft,Winter Sports: Snowmobiling,On county road just outside of the Colville National Forest Boundary.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.749559,-118.747707,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Golden Harvest</a>",Golden Harvest,,Ferry County,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: Ferry County; Manager: WA State Parks",Free - No fee or pass,,,Facilites: Groomed Snowmobile Trails,Elevation: 3479 ft,Winter Sports: Snowmobiling,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.606534,-118.842589,Sno-Park or Winter Trailhead
,Wildhorse,Wildhorse,,Wenatchee National Forest,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park,"Owner: Unknown; Manager: WA State Parks",,,,,Elevation: 0 ft,,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Closed,48.856466,-119.950572,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/440/Inland-Northeast-Southeast target=""_blank"">Paupac Sno-Park</a>",Paupac Sno-Park,,Colville National Forest,"Emergency Contact: Pend Oreille Sheriff's Office
509-447-3151",,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park Staging Area,"Owner: USFS; Manager: WA State Parks",Free - No fee or pass,,,Facilites: Groomed Snowmobile Trails,"44 miles of trails; Elevation: 2850 ft",Winter Sports: Snowmobiling,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.753089,-117.332887,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Scatter Creek</a>",Scatter Creek,,Ferry County,Emergency Contact: Okanogan County Sheriff's Office - 509-422-7232,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park Staging Area,"Owner: Unknown; Manager: WA State Parks",Pass: Sno-Park Permit,,,Facilites: Groomed Snowmobile Trails,"63 miles of trails; Elevation: 2205 ft; Parking: 5 spaces",Winter Sports: Snowmobiling,No Sno-Park permit required. Available parking depends on conditions.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.549286,-118.750116,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/443/Mount-Baker-Methow target=""_blank"">Konz / Boise</a>",Konz / Boise,,Ferry County,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park Staging Area,"Owner: Ferry County; Manager: WA State Parks",,,,Facilites: Groomed Snowmobile Trails,Elevation: 2400 ft,Winter Sports: Snowmobiling,On county road,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.596995,-118.741152,Sno-Park or Winter Trailhead
,Quartz Ridge,Quartz Ridge,,Colville National Forest,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park Staging Area,"Owner: USFS; Manager: WA State Parks",Free - No fee or pass,,,Facilites: Groomed Snowmobile Trails,Elevation: 3080 ft,Winter Sports: Snowmobiling,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.593705,-118.643677,Sno-Park or Winter Trailhead
,"<a href=http://www.parks.state.wa.us/440/Inland-Northeast-Southeast target=""_blank"">Unnamed - Near Woodward Meadows</a>",Unnamed - Near Woodward Meadows,,Colville National Forest,,,Season: Winter,,Recreation Access,Winter Recreation Area,Sno-Park Staging Area,"Owner: USFS; Manager: WA State Parks",Free - No fee or pass,,,Facilites: Groomed Snowmobile Trails,Elevation: 2777 ft,Winter Sports: Snowmobiling,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,48.222389,-117.583404,Sno-Park or Winter Trailhead
