Photo,Name,Name_,Links,Location,Contact,Hours,Season,Days_Open,Subtype,Category,Type,Management,Fee,Amenities,Features,Facilities,Details,Sports,Notes,Source,Status,Latitude,Longitude,MapCat
,Wells Wildlife Area,Wells Wildlife Area,,"Douglas, Okanogan County",,,,,Recreation Areas,Recreation Lands,Wildlife Area,Owner: WDFW,,,,,,,,"Location contributed by <a href=http://wdfw.wa.gov/lands/ target=""_blank"">WDFW Wildlife Program</a>",Open,48.051569,-119.818055,Recreation Area
,Wells Wildlife Area,Wells Wildlife Area,,"Douglas, Okanogan County",,,,,Recreation Areas,Recreation Lands,Wildlife Area,Owner: WDFW,,,,,,,,"Location contributed by <a href=http://wdfw.wa.gov/lands/ target=""_blank"">WDFW Wildlife Program</a>",Open,48.051569,-119.818055,Recreation Area
,Wells Wildlife Area,Wells Wildlife Area,,"Douglas, Okanogan County",,,,,Recreation Areas,Recreation Lands,Wildlife Area,Owner: WDFW,,,,,,,,"Location contributed by <a href=http://wdfw.wa.gov/lands/ target=""_blank"">WDFW Wildlife Program</a>",Open,48.051569,-119.818055,Recreation Area
,Wells Wildlife Area,Wells Wildlife Area,,"Douglas, Okanogan County",,,,,Recreation Areas,Recreation Lands,Wildlife Area,Owner: WDFW,,,,,,,,"Location contributed by <a href=http://wdfw.wa.gov/lands/ target=""_blank"">WDFW Wildlife Program</a>",Open,48.051569,-119.818055,Recreation Area
,Wells Wildlife Area,Wells Wildlife Area,,"Douglas, Okanogan County",,,,,Recreation Areas,Recreation Lands,Wildlife Area,Owner: WDFW,,,,,,,,"Location contributed by <a href=http://wdfw.wa.gov/lands/ target=""_blank"">WDFW Wildlife Program</a>",Open,48.051569,-119.818055,Recreation Area
,Whatcom Wildlife Area,Whatcom Wildlife Area,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Wildlife Area,Owner: WDFW,,,,,,,,"Location contributed by <a href=http://wdfw.wa.gov/lands/ target=""_blank"">WDFW Wildlife Program</a>",Open,48.895687,-122.725295,Recreation Area
,Whatcom Wildlife Area,Whatcom Wildlife Area,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Wildlife Area,Owner: WDFW,,,,,,,,"Location contributed by <a href=http://wdfw.wa.gov/lands/ target=""_blank"">WDFW Wildlife Program</a>",Open,48.895687,-122.725295,Recreation Area
,Whatcom Wildlife Area,Whatcom Wildlife Area,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Wildlife Area,Owner: WDFW,,,,,,,,"Location contributed by <a href=http://wdfw.wa.gov/lands/ target=""_blank"">WDFW Wildlife Program</a>",Open,48.895687,-122.725295,Recreation Area
,Whatcom Wildlife Area,Whatcom Wildlife Area,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Wildlife Area,Owner: WDFW,,,,,,,,"Location contributed by <a href=http://wdfw.wa.gov/lands/ target=""_blank"">WDFW Wildlife Program</a>",Open,48.895687,-122.725295,Recreation Area
,Whatcom Wildlife Area,Whatcom Wildlife Area,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Wildlife Area,Owner: WDFW,,,,,,,,"Location contributed by <a href=http://wdfw.wa.gov/lands/ target=""_blank"">WDFW Wildlife Program</a>",Open,48.895687,-122.725295,Recreation Area
,Whatcom Wildlife Area,Whatcom Wildlife Area,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Wildlife Area,Owner: WDFW,,,,,,,,"Location contributed by <a href=http://wdfw.wa.gov/lands/ target=""_blank"">WDFW Wildlife Program</a>",Open,48.895687,-122.725295,Recreation Area
,Whatcom Wildlife Area,Whatcom Wildlife Area,,Whatcom County,,,,,Recreation Areas,Recreation Lands,Wildlife Area,Owner: WDFW,,,,,,,,"Location contributed by <a href=http://wdfw.wa.gov/lands/ target=""_blank"">WDFW Wildlife Program</a>",Open,48.895687,-122.725295,Recreation Area
,"<a href=http://www.co.san-juan.wa.us/Parks/sanjuan.aspx target=""_blank"">San Juan County Park</a>",San Juan County Park,"Links: <a href=http://www.co.san-juan.wa.us/Parks/PDFs/SJ18_parking_walkway.pdf target=""_blank"">Article</a>",San Juan County,,,Season: Year round (Open),,Recreation Areas,Park,Regional Park,Owner: San Juan County,Free - No fee or pass . Additional fees: Camping Fee.,"Amenities: Bathroom, Campground, Picnic Shelter, Potable Water","Features: Beach, Beachcombing, Interpretive Signs, Motorized Boats Allowed, Ocean Access, Scenic View",Facilites: Boat Launch,"Paved Launch (Camping fee $32-$45/night, hiker (no vehicle) sites $10/person.) ;  Launch type: Camping fee $32-$45/night, hiker (no vehicle) sites $10/person.; Standard Campground; 20 campsites","Summer Sports: Boating, Fishing, Kayaking, Swimming",This beautiful park has rocky bluffs and gravel beaches that overlook Haro Strait with views to the Straits of San Juan de Fuca and Vancouver Island. Most camping sites have water views across an open meadow surrounded by trees.,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,48.541634,-123.159746,Regional Camping Park
,"<a href=http://www.wta.org/go-hiking/hikes/ames-lake-forest target=""_blank"">Ames Lake Forest</a>",Ames Lake Forest,,King County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,"Owner: Port Blakely Communities; Manager: King County",Free - No fee or pass,,,,,,King County has a conservantion easement on this forested land that is crossed by trails.,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Open,47.643416,-121.941960,Recreation Area
,Carbonado Forest,Carbonado Forest,,Pierce County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Unknown,,,,,,,Cannot find information on this forest,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Verify,47.037415,-121.993650,Recreation Area
,Tacoma-Green River Watershed.,Tacoma-Green River Watershed.,,King County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Tacoma,,,,,,,"This forested land serves as a collecting point for melting snow and seasonal rainfall. The watershed covers 147,394 acres on the west flank of the Cascade Mountains between Chinook and Snoqualmie passes. This area is not open to public recreation.","Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Restricted access,47.229676,-121.608074,Recreation Area
,Everrett Municipal Watershed,Everrett Municipal Watershed,,Snohomish County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Everett,,,,,,,Verify if this is open to recreation,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Verify,47.946633,-121.838404,Recreation Area
,"<a href=http://everettwa.gov/Facilities/Facility/Details/Forest-Park-23 target=""_blank"">Forest Park</a>",Forest Park,,Snohomish County,,"Hours: 6am-10pm Apr-Oct, 6am-8pm Nov-Mar",Season: Year round (Open),,Recreation Areas,Park,Community Park,Owner: Everett,Free - No fee or pass . Additional fees: Boat Launch Fee.,"Amenities: Bathroom, BBQ Grill, Meeting Spaces, Picnic Shelter, Picnic Tables, Playground",,"Facilites: Basketball Court, Horseshoes, Swimming Pool, Tennis Court, Trails, Wading or Splash Pool",,,Discover Everett's sprawling wooded wonderland  fun family recreation all year round.,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Open,47.963743,-122.224193,Community Park
,"<a href=http://forterra.org/where-we-work target=""_blank"">Gilmur Forest Preserve</a>",Gilmur Forest Preserve,,Pierce County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Forterra,,,,,,,"This property with mixed vegetation including and a wetland area provides habitat for an array of species, most notably the Eatonville-Elbe elk herd. It is currently managed for conservancy purposes and is not open to public recreation.","Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Restricted access,46.804393,-122.274372,Recreation Area
,"<a href=http://www.conservationregistry.org/projects/507322 target=""_blank"">Happy Valley Forest Preserve</a>",Happy Valley Forest Preserve,,Snohomish County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Private,,,,,,,Forterra holds a conservancy easmenet on this privately owned land.,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Not open to the public,48.187109,-122.261423,Recreation Area
,Marshel Forest,Marshel Forest,,Pierce County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Unknown,,,,,,,,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Verify,46.858483,-122.280790,Recreation Area
,Muckleshoot Forestry,Muckleshoot Forestry,,Pierce County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Unknown,,,,,,,,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Verify,47.113656,-121.901439,Recreation Area
,"<a href=http://www.friendsnorthcreekforest.org/ target=""_blank"">North Creek Forest</a>",North Creek Forest,,"King, Snohomish County",,,Season: Year round (Open),,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Bothell,Free - No fee or pass,,,,,,This 64-acre mature forest in Bothell has nine wetlands and seven streams that filter water and protect habitat for endangered salmon living nearby. It provides priority fish habitat and is close to public schools & colleges. It is soon to be a city park,"Location contributed by <a href=http://www.ci.bothell.wa.us/ target=""_blank"">Bothell</a>",Restricted access,47.776184,-122.194068,Recreation Area
,Pack Experimental Forest,Pack Experimental Forest,,"Pierce, Thurston County",,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Unknown,,,,,,,,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Verify,46.837846,-122.289731,Recreation Area
,"<a href=http://forterra.org/where-we-work target=""_blank"">Patterson Creek Preserve</a>",Patterson Creek Preserve,,King County,,,,,Recreation Areas,Recreation Lands,Conservation Easement,Owner: Forterra,,,,,,,This 120-acre conservation area is adjacent to a 125-acre conservation development project. It is currently managed for conservancy purposes and is not open to public recreation.,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Restricted access,47.591099,-121.949480,Recreation Area
,Sherwood Forest,Sherwood Forest,,Snohomish County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Unknown,,,,,,,,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Verify,48.102743,-122.165710,Recreation Area
,Skykomish Timber Forest Legacy - Part in DNR Trust,Skykomish Timber Forest Legacy - Part in DNR Trust,,Snohomish County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: WDNR,Pass: Discover Pass,,,,,,,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Open,47.824741,-121.717017,Recreation Area
,Snoqualmie Forest,Snoqualmie Forest,,King County,,Hours: Access typically open 1.5 horus before sunrise to 1.5 hours after sunset.,Season: Early spring to late Fall,,Recreation Areas,Recreation Lands,Working Forest,Owner: Campbell Global,"Fee: Non Motorized $8-$15/day, $45-$80/season. Motorized permits $250",,,Facilites: Trails,Primitive Camping,"Summer Sports: Camping, Fishing, Hiking, Horseback Riding, Hunting, Mountain Biking",A Snoqualmie Access permit is required to enter the Snoqualmie Forest. There are an unlimited number of non-motorized permits that can be purchased for the day or season. There are only 1000 motorized permits and 200 camping permits.,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Open,47.654167,-121.738726,Recreation Area
,Forestry Riparian Easement Program 58,Forestry Riparian Easement Program 58,,King County,,,,,Recreation Areas,Recreation Lands,Conservation Easement,Owner: Unknown,,,,,,,The Forest Riparian Easement Program reimburses landowners for the value of trees that they leave to protect fish habitat.,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Restricted access,47.510839,-122.012537,Recreation Area
,South Prairie Forest,South Prairie Forest,,Pierce County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Unknown,,,,,,,,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Verify,47.127305,-122.128438,Recreation Area
,Spada Lake Watershed,Spada Lake Watershed,,Snohomish County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Unknown,,,,,,,,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Verify,47.978403,-121.634303,Recreation Area
,Cedar River Watershed,Cedar River Watershed,,King County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Seattle,,,,,,,"The City of Seattle's Cedar River Municipal Watershed is carefully managed to support and supply clean drinking water to 1.4 million people in the greater Seattle area. TIt covers 90,638 acres and most is closed to public access.","Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Restricted access,47.361361,-121.700537,Recreation Area
,"<a href=http://www.seattle.gov/util/MyServices/Water/AbouttheWaterSystem/DamSafety/LakeYoungs/index.htm target=""_blank"">SPU Lake Young Watershed</a>",SPU Lake Young Watershed,,King County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Seattle Public Utilities,,,,,,,The Lake Youngs Reservoir is located northeast of the City of Kent near the town of Covington and is accessible only to SPU staff and authorized visitors. There is a paved trail around the permitter that is managed by the city.,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Restricted access,47.424583,-122.126883,Recreation Area
,"<a href=http://www.seattle.gov/util/MyServices/Water/AbouttheWaterSystem/DamSafety/ToltDam/index.htm target=""_blank"">SPU Tolt Watershed</a>",SPU Tolt Watershed,,"King, Snohomish County",,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Unknown,,,,,,,"The Tolt Reservoir and Dam stores 57,900 acre-ft of water to supply 30% of the drinking water for 1.3 million people in the metropolitan Seattle area. It is closed to the public with the exception of a King County rail along the Tolt pipline right-of-way","Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Restricted access,47.717299,-121.687966,Recreation Area
,Tokul Creek Forest,Tokul Creek Forest,,Snoqualmie Forest,,,Season: Early spring to late Fall,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: King County,Free - No fee or pass,,,,,,This area popular with mountain bikers  was acquired by King County in 2013.,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Open,47.564184,-121.846969,Recreation Area
,Forestry Riparian Easement Program 170,Forestry Riparian Easement Program 170,,King County,,,,,Recreation Areas,Recreation Lands,Conservation Easement,Owner: Private,,,,,,,The Forest Riparian Easement Program reimburses landowners for the value of trees that they leave to protect fish habitat.,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Restricted access,47.685187,-121.846037,Recreation Area
,Upper Green River Watershed Forest,Upper Green River Watershed Forest,,King County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Plum Creek Timber,,,,,,,This Plum Creek land is part fo the Green River Watershed. Recreation in the watershed is strictly limited to the eastern pointeast of the entry gate at Friday Creek.No recreation is allowed iwthin critical areas except for an annual special permit hunt.,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Restricted access,47.221436,-121.532087,Recreation Area
,WSU Demonstration Forest Adjust Boundaries,WSU Demonstration Forest Adjust Boundaries,,Pierce County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Unknown,,,,,,,,"Location contributed by <a href=http://forterra.org/ target=""_blank"">Forterra</a>",Verify,47.164097,-122.150724,Recreation Area
,Springbrook / Black River Trail,Springbrook / Black River Trail,,King County,,,,,Recreation Facilities,Trail,Official Trail,Owner: Renton,,,,Facilites: Trails,,"Summer Sports: Hiking, Mountain Biking",,"Location contributed by <a href=http://rentonwa.gov/living/default.aspx?id=2328 target=""_blank"">Renton</a>",Open,-1.000000,-1.000000,Trail
,"<a href=http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/washington/placesweprotect/yakima-river-canyon.xml target=""_blank"">Nature Conservancy - Yakima Canyon Property</a>",Nature Conservancy - Yakima Canyon Property,,Kittitas County,,,,,Recreation Areas,Recreation Lands,Conservancy Land,Owner: Nature Conservancy,,,,,,,,"Location contributed by <a href=http://mtsgreenway.org/ target=""_blank"">Mountains to Sound Greenway</a>",Open,46.846507,-120.461566,Recreation Area
,"<a href=http://www.conservationregistry.org/projects/237820 target=""_blank"">Camp Sealth Creek Natural Area</a>",Camp Sealth Creek Natural Area,,King County,,,,,Recreation Areas,Park,Natural Area,"Owner: Private; Manager: King County",,,,,,,King county holds an easment to this area.,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Not open to the public,47.359481,-122.522764,Recreation Area
,Christiansen Pond Natural Area,Christiansen Pond Natural Area,,King County,,,,,Recreation Areas,Park,Natural Area,Owner: Vashon Maury Island Land Trust,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.390016,-122.506106,Recreation Area
,Dick Thurnau Memorial Park,Dick Thurnau Memorial Park,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.505778,-122.345501,Neighborhood Park
,"<a href=http://www.kingcounty.gov/services/parks-recreation/parks/trails/regional-trails/popular-trails/eastside-rail-corridor.aspx target=""_blank"">Eastside Rail Corridor Trail</a>",Eastside Rail Corridor Trail,,King County,,,,,Recreation Facilities,Trail,Regional Trail,Owner: King County,,,,,,,"King County is planning 16.7 miles of new regional trail to connect the Eastside and provide the cities of Renton, Bellevue, Kirkland, Woodinville, and Redmond with new opportunities for non-motorized recreation and transportation.","Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Planned,-1.000000,-1.000000,Regional Trail
,Echo Lake Interchange Site,Echo Lake Interchange Site,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.508061,-121.878306,Neighborhood Park
,Foothills Trail Site,Foothills Trail Site,,King County,,,,,Recreation Facilities,Trail,Official Trail,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Verify,47.211982,-121.978483,Trail
,"<a href=http://www.facebook.com/GreenwoodPPatch target=""_blank"">Greenwood P-Patch</a>",Greenwood P-Patch,,"343 NW 88th St., Seattle",,,,,Community Spaces,Social Services,Community Garden,Owner: Friends of P-Patch,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.692582,-122.362103,Other
,"<a href=http://forterra.org/where-we-work target=""_blank"">Hazel Wolf Wetland Natural Area</a>",Hazel Wolf Wetland Natural Area,,King County,,,,,Recreation Areas,Park,Natural Area,Owner: Forterra,Free - No fee or pass,,,,,,This natural area has 116 acres of pristine wetland habitat with trails and view deck. It is currently managed for conservancy purposes and is not open to public recreation.,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Restricted access,47.602689,-122.000911,Recreation Area
,Landsburg Kanaskat Trail Site,Landsburg Kanaskat Trail Site,,King County,,,,,Recreation Facilities,Trail,Official Trail,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Verify,47.357547,-121.933189,Trail
,Landsburg Reach Natural Area,Landsburg Reach Natural Area,,King County,,,,,Recreation Areas,Park,Natural Area,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.380191,-121.984891,Recreation Area
,Middle Boise Creek Natural Area,Middle Boise Creek Natural Area,,King County,,,,,Recreation Areas,Park,Natural Area,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.189991,-121.983188,Recreation Area
,Middle Evans Creek Natural Area,Middle Evans Creek Natural Area,,King County,,,,,Recreation Areas,Park,Natural Area,Owner: Timber Creek Christian Fellowship Church,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Verify,47.649431,-122.027311,Recreation Area
,Middle Fork Snoqualmie Natural Area,Middle Fork Snoqualmie Natural Area,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.473970,-121.675872,Recreation Area
,Mouth Of Taylor Reach Natural Area,Mouth Of Taylor Reach Natural Area,,King County,,,,,Recreation Areas,Park,Natural Area,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.415622,-122.039541,Recreation Area
,Neill Point Natural Area,Neill Point Natural Area,,King County,,,,,Recreation Areas,Park,Natural Area,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.332272,-122.492032,Recreation Area
,Ormes Hill Park Site,Ormes Hill Park Site,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.652099,-121.897847,Neighborhood Park
,Quigley Park,Quigley Park,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.568764,-121.892201,Neighborhood Park
,Shadow Lake Natural Area,Shadow Lake Natural Area,,King County,,,,,Recreation Areas,Park,Natural Area,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.401894,-122.088359,Recreation Area
,Shinglemill Creek Natural Area,Shinglemill Creek Natural Area,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.468679,-122.474900,Recreation Area
,Southeast 415th Site,Southeast 415th Site,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.467827,-121.788873,Neighborhood Park
,Spring Lake/Lake Desire Park,Spring Lake/Lake Desire Park,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.427002,-122.086082,Neighborhood Park
,Tokul Bypass Site,Tokul Bypass Site,,King County,,,,,Recreation Areas,Park,,Owner: King County,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.542344,-121.822406,Neighborhood Park
,Uplands Forest,Uplands Forest,,King County,,,,,Recreation Areas,Recreation Lands,Open Space,Owner: Uplands Reserve Homeowners Association,,,,,,,,"Location contributed by <a href=http://www.kingcounty.gov/services/parks-recreation.aspx target=""_blank"">King County</a>",Open,47.457250,-121.784266,Recreation Area
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=4467 target=""_blank"">12th Ave Square Park</a>",12th Ave Square Park,,"564 12th Ave, Seattle",,Hours: 4 am - 11:30 pm,Season: Year round (Open),,Recreation Areas,Park,Neighborhood Park,Owner: Seattle,Free - No fee or pass,,Features: Public Art,,,,"This is a woonerf designed park which provides pedestrians and cyclists priority on the street. It has a sculptural canopy, wave concrete paving design and a rain garden.","Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.607254,-122.316433,Neighborhood Park
,17th Avenue NE Centerstrip,17th Avenue NE Centerstrip,,King County,,,,,Recreation Areas,Park,Pocket Park,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.665763,-122.309559,Other
,2100 Westlake,2100 Westlake,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,,,,,,,Verify before adding - appears to be just a vacant lot,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Verify,47.616867,-122.337848,Neighborhood Park
,48th Ave SW/SW Charlestown St,48th Ave SW/SW Charlestown St,,"48th Ave SW/SW Charlestown St, Seattle",,,,,Recreation Areas,Park,,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.570014,-122.393815,Neighborhood Park
,8605 35th Ave NE,8605 35th Ave NE,,"8605 35th Ave NE, Seattle",,,,,Recreation Areas,Park,,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.691146,-122.291130,Neighborhood Park
,Ballard Swimming Pool,Ballard Swimming Pool,,King County,,,,,Recreation Facilities,Swimming Pool,Indoor Pool,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.677313,-122.376165,Swimming
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=4073 target=""_blank"">Banner Way Triangles</a>",Banner Way Triangles,,"7802 Banner Way NE, Seattle",,,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.684466,-122.321875,Other
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=4481 target=""_blank"">Beaver Pond Natural Area on Thorton Creek</a>",Beaver Pond Natural Area on Thorton Creek,,"10425 8th Ave NE, Seattle",,Hours: 4 am-11:30 pm,Season: Year round (Open),,Recreation Areas,Park,Natural Area,Owner: Seattle,Free - No fee or pass,,,Facilites: Trails,,,"This area, made up of several contiguous parcels, includes wooded areas, wetlands and several trails. It is also home to an active beaver pond.","Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.705248,-122.320340,Recreation Area
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=4028 target=""_blank"">Beck Place</a>",Beck Place,,"5809 15th Ave NE, Seattle",,Hours: 4 am-11:30 pm,Season: Year round (Open),,Recreation Areas,Park,Pocket Park,Owner: Seattle,Free - No fee or pass,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.671888,-122.312029,Other
,"<a href=http://www.seattle.gov/parks/park_detail.asp?ID=4472 target=""_blank"">Bell Street Park Boulevard</a>",Bell Street Park Boulevard,,"Bell St between 1st and 5th Ave, Seattle",,,Season: Year round (Open),,Recreation Areas,Park,Neighborhood Park,Owner: Seattle,Free - No fee or pass,,Features: Public Art,,,,"This park like corridor through the hear of Belltown has one lane of traffic and art, landscaping, and open spaces. The continuous level pavement encourages pedestrians, cyclists and cars to share the space.","Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.614700,-122.344800,Neighborhood Park
,Belltown Community Center,Belltown Community Center,,"415 BELL STREET, Seattle",,,,,Community Spaces,Community Center,Public Community Center,"Owner: Private; Manager: Seattle",,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.615715,-122.343147,Other
,Belltown P-patch,Belltown P-patch,,King County,,,,,Attraction,Gardens,Theme Garden,"Owner: Seattle; Manager: Non-Profit",,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.613998,-122.350961,Garden
,Blakeley Crescent Park,Blakeley Crescent Park,,King County,,,,,Recreation Areas,Park,,Owner: Seattle,,,,,,,,"Location contributed by <a href=http://www.seattle.gov/parks/ target=""_blank"">Seattle</a>",Open,47.666301,-122.299057,Neighborhood Park
